起报时间,预报时间,实际功率(MW),XGBoost预测功率(MW)
2019/05/25 00:00,2019/05/25 00:00,1.894922,1.8326694965362549
2019/05/25 00:15,2019/05/25 00:15,2.133984,2.0271263122558594
2019/05/25 00:30,2019/05/25 00:30,2.376562,2.3549916744232178
2019/05/25 00:45,2019/05/25 00:45,2.605078,2.6573233604431152
2019/05/25 01:00,2019/05/25 01:00,2.86875,2.8431143760681152
2019/05/25 01:15,2019/05/25 01:15,3.079687,3.056217908859253
2019/05/25 01:30,2019/05/25 01:30,3.2449220000000003,3.2269222736358643
2019/05/25 01:45,2019/05/25 01:45,3.417187,3.4085533618927
2019/05/25 02:00,2019/05/25 02:00,3.554297,3.5548255443573
2019/05/25 02:15,2019/05/25 02:15,3.684375,3.7090585231781006
2019/05/25 02:30,2019/05/25 02:30,3.772265,3.79423451423645
2019/05/25 02:45,2019/05/25 02:45,3.810937000000001,3.858872413635254
2019/05/25 03:00,2019/05/25 03:00,3.846094,3.9100887775421143
2019/05/25 03:15,2019/05/25 03:15,3.779297,3.873483896255493
2019/05/25 03:30,2019/05/25 03:30,3.726562,3.826348304748535
2019/05/25 03:45,2019/05/25 03:45,3.645703,3.628901720046997
2019/05/25 04:00,2019/05/25 04:00,3.645703,3.7203452587127686
2019/05/25 04:15,2019/05/25 04:15,3.617578,3.682252883911133
2019/05/25 04:30,2019/05/25 04:30,3.614062,3.6695401668548584
2019/05/25 04:45,2019/05/25 04:45,3.666797,3.6582322120666504
2019/05/25 05:00,2019/05/25 05:00,3.522656,3.4350268840789795
2019/05/25 05:15,2019/05/25 05:15,3.698437,3.634871006011963
2019/05/25 05:30,2019/05/25 05:30,3.568359,3.4350268840789795
2019/05/25 05:45,2019/05/25 05:45,3.649219,3.6528687477111816
2019/05/25 06:00,2019/05/25 06:00,3.614062,3.6160571575164795
2019/05/25 06:15,2019/05/25 06:15,3.476953,3.384450674057007
2019/05/25 06:30,2019/05/25 06:30,3.5402339999999994,3.540193796157837
2019/05/25 06:45,2019/05/25 06:45,3.4066410000000005,3.2880547046661377
2019/05/25 07:00,2019/05/25 07:00,3.3398440000000003,3.400371789932251
2019/05/25 07:15,2019/05/25 07:15,3.192187,3.207456588745117
2019/05/25 07:30,2019/05/25 07:30,3.009375,3.033219337463379
2019/05/25 07:45,2019/05/25 07:45,2.7914060000000003,2.805818796157837
2019/05/25 08:00,2019/05/25 08:00,2.489063,2.4669501781463623
2019/05/25 08:15,2019/05/25 08:15,2.548828,2.6141457557678223
2019/05/25 08:30,2019/05/25 08:30,2.19375,2.2108213901519775
2019/05/25 08:45,2019/05/25 08:45,1.567969,1.4717028141021729
2019/05/25 09:00,2019/05/25 09:00,1.458984,1.6087638139724731
2019/05/25 09:15,2019/05/25 09:15,0.646875,0.7938289046287537
2019/05/25 09:30,2019/05/25 09:30,1.399219,1.4261735677719116
2019/05/25 09:45,2019/05/25 09:45,0.8964840000000001,0.9173409342765808
2019/05/25 10:00,2019/05/25 10:00,0.611719,0.6582801938056946
