StartTime,ForecastTime,ActualPower_MW,PredictedPower_MW
2018/08/26 13:15:00,2018/08/27 13:15:00,10.0529188130804,0.9197236
2018/08/26 13:30:00,2018/08/27 13:30:00,9.83834571198402,0.9197236
2018/08/26 13:45:00,2018/08/27 13:45:00,9.58694524305012,0.9197236
2018/08/26 14:00:00,2018/08/27 14:00:00,9.29979394168234,0.9197236
2018/08/26 14:15:00,2018/08/27 14:15:00,4.777368,0.9197236
2018/08/26 14:30:00,2018/08/27 14:30:00,8.62330517057795,0.9197236
2018/08/26 14:45:00,2018/08/27 14:45:00,8.23686452961566,0.9197236
2018/08/26 15:00:00,2018/08/27 15:00:00,7.82045430910256,0.9197236
2018/08/26 15:15:00,2018/08/27 15:15:00,7.37585764153137,0.9197236
2018/08/26 15:30:00,2018/08/27 15:30:00,6.90497835808834,0.9197236
2018/08/26 15:45:00,2018/08/27 15:45:00,6.40983283615587,0.9197236
2018/08/26 16:00:00,2018/08/27 16:00:00,5.89254136487501,0.9197236
2018/08/26 16:15:00,2018/08/27 16:15:00,5.35531906574181,0.9197236
2018/08/26 16:30:00,2018/08/27 16:30:00,4.80046640711703,0.8713841
2018/08/26 16:45:00,2018/08/27 16:45:00,2.184447,0.8713841
2018/08/26 17:00:00,2018/08/27 17:00:00,3.64743919012201,0.8389589
2018/08/26 17:15:00,2018/08/27 17:15:00,3.0542020713109,0.7416399
2018/08/26 17:30:00,2018/08/27 17:30:00,2.042369,0.5491646
2018/08/26 17:45:00,2018/08/27 17:45:00,1.527337,0.4838224
2018/08/26 18:00:00,2018/08/27 18:00:00,1.172142,0.4156196
2018/08/26 18:15:00,2018/08/27 18:15:00,0.568312,0.334201
2018/08/26 18:30:00,2018/08/27 18:30:00,0.0231072464401363,0.2366343
2018/08/26 18:45:00,2018/08/27 18:45:00,0,0.09130068
2018/08/26 19:00:00,2018/08/27 19:00:00,0,0.04380941
2018/08/26 19:15:00,2018/08/27 19:15:00,0,-0.004994171
2018/08/26 19:30:00,2018/08/27 19:30:00,0,-0.004994171
2018/08/26 19:45:00,2018/08/27 19:45:00,0,-0.00911285
2018/08/26 20:00:00,2018/08/27 20:00:00,0,0.02343019
2018/08/26 20:15:00,2018/08/27 20:15:00,0,-0.03947108
2018/08/26 20:30:00,2018/08/27 20:30:00,0,-0.02324359
2018/08/26 20:45:00,2018/08/27 20:45:00,0,-0.02324359
2018/08/26 21:00:00,2018/08/27 21:00:00,0,-0.007007381
2018/08/26 21:15:00,2018/08/27 21:15:00,0,-0.02337004
2018/08/26 21:30:00,2018/08/27 21:30:00,0,-0.02337004
2018/08/26 21:45:00,2018/08/27 21:45:00,0,-0.02337004
2018/08/26 22:00:00,2018/08/27 22:00:00,0,-0.0396836
2018/08/26 22:15:00,2018/08/27 22:15:00,0,-0.03968363
2018/08/26 22:30:00,2018/08/27 22:30:00,0,-0.02330711
2018/08/26 22:45:00,2018/08/27 22:45:00,0,0.007581259
2018/08/26 23:00:00,2018/08/27 23:00:00,0,-0.008606968
2018/08/26 23:15:00,2018/08/27 23:15:00,0,-0.008606968
2018/08/26 23:30:00,2018/08/27 23:30:00,0,-0.008606968
2018/08/26 23:45:00,2018/08/27 23:45:00,0,0.006579793
2018/08/27 00:00:00,2018/08/28 00:00:00,0,0.006579793
2018/08/27 00:15:00,2018/08/28 00:15:00,0,0.006572955
2018/08/27 00:30:00,2018/08/28 00:30:00,0,0.006572955
2018/08/27 00:45:00,2018/08/28 00:45:00,0,-0.009648063
2018/08/27 01:00:00,2018/08/28 01:00:00,0,-0.009648063
2018/08/27 01:15:00,2018/08/28 01:15:00,0,0.006572955
2018/08/27 01:30:00,2018/08/28 01:30:00,0,0.006572955
2018/08/27 01:45:00,2018/08/28 01:45:00,0,0.006572955
2018/08/27 02:00:00,2018/08/28 02:00:00,0,0.006572955
2018/08/27 02:15:00,2018/08/28 02:15:00,0,0.006572955
2018/08/27 02:30:00,2018/08/28 02:30:00,0,0.006572955
2018/08/27 02:45:00,2018/08/28 02:45:00,0,-0.008613806
2018/08/27 03:00:00,2018/08/28 03:00:00,0,-0.008427654
2018/08/27 03:15:00,2018/08/28 03:15:00,0,-0.04120212
2018/08/27 03:30:00,2018/08/28 03:30:00,0,-0.04120212
2018/08/27 03:45:00,2018/08/28 03:45:00,0,-0.04120212
2018/08/27 04:00:00,2018/08/28 04:00:00,0,-0.04120212
2018/08/27 04:15:00,2018/08/28 04:15:00,0,-0.02495713
2018/08/27 04:30:00,2018/08/28 04:30:00,0,-0.02520999
2018/08/27 04:45:00,2018/08/28 04:45:00,0,-0.02520999
2018/08/27 05:00:00,2018/08/28 05:00:00,0,0.0121396
2018/08/27 05:15:00,2018/08/28 05:15:00,0,0.0121396
2018/08/27 05:30:00,2018/08/28 05:30:00,0,0.04465206
2018/08/27 05:45:00,2018/08/28 05:45:00,0,0.1421721
2018/08/27 06:00:00,2018/08/28 06:00:00,0.230877,0.2215732
2018/08/27 06:15:00,2018/08/28 06:15:00,0.67487,0.3357068
2018/08/27 06:30:00,2018/08/28 06:30:00,1.207662,0.4495801
2018/08/27 06:45:00,2018/08/28 06:45:00,1.847012,0.4982864
2018/08/27 07:00:00,2018/08/28 07:00:00,2.592921,0.6470373
2018/08/27 07:15:00,2018/08/28 07:15:00,1.491818,0.6794603
2018/08/27 07:30:00,2018/08/28 07:30:00,1.98909,0.8478791
2018/08/27 07:45:00,2018/08/28 07:45:00,1.207662,0.8547665
2018/08/27 08:00:00,2018/08/28 08:00:00,2.060129,0.870994
2018/08/27 08:15:00,2018/08/28 08:15:00,1.420779,0.9197236
2018/08/27 08:30:00,2018/08/28 08:30:00,2.184447,0.9197236
2018/08/27 08:45:00,2018/08/28 08:45:00,1.97133,0.9197236
2018/08/27 09:00:00,2018/08/28 09:00:00,4.65305,0.9197236
2018/08/27 09:15:00,2018/08/28 09:15:00,5.718634,0.9197236
2018/08/27 09:30:00,2018/08/28 09:30:00,7.814282,0.9197236
2018/08/27 09:45:00,2018/08/28 09:45:00,8.93914319665068,0.9197236
2018/08/27 10:00:00,2018/08/28 10:00:00,7.228211,0.9197236
2018/08/27 10:15:00,2018/08/28 10:15:00,7.228211,0.9197236
2018/08/27 10:30:00,2018/08/28 10:30:00,8.276035,0.9197236
2018/08/27 10:45:00,2018/08/28 10:45:00,5.452238,0.9197236
2018/08/27 11:00:00,2018/08/28 11:00:00,6.837497,0.9197236
2018/08/27 11:15:00,2018/08/28 11:15:00,5.931751,0.9197236
2018/08/27 11:30:00,2018/08/28 11:30:00,10.429912866837,0.9197236
2018/08/27 11:45:00,2018/08/28 11:45:00,10.4896839185856,0.9197236
2018/08/27 12:00:00,2018/08/28 12:00:00,8.329314,0.9197236
2018/08/27 12:15:00,2018/08/28 12:15:00,10.4896839185856,0.9197236
2018/08/27 12:30:00,2018/08/28 12:30:00,10.429912866837,0.9197236
2018/08/27 12:45:00,2018/08/28 12:45:00,10.3305788754846,0.9197236
2018/08/27 13:00:00,2018/08/28 13:00:00,10.1921073079295,0.9197236
2018/08/27 13:15:00,2018/08/28 13:15:00,10.0150911206824,0.9197236
2018/08/27 13:30:00,2018/08/28 13:30:00,9.80028832423324,0.9197236
2018/08/27 13:45:00,2018/08/28 13:45:00,9.54861873713343,0.9197236
2018/08/27 14:00:00,2018/08/28 14:00:00,9.26116004719197,0.9197236
2018/08/27 14:15:00,2018/08/28 14:15:00,8.93914319665068,0.9197236
2018/08/27 14:30:00,2018/08/28 14:30:00,8.58394711110047,0.9197236
2018/08/27 14:45:00,2018/08/28 14:45:00,8.19709279471039,0.9197236
2018/08/27 15:00:00,2018/08/28 15:00:00,7.210452,0.9197236
2018/08/27 15:15:00,2018/08/28 15:15:00,7.33516421942501,0.9197236
2018/08/27 15:30:00,2018/08/28 15:30:00,3.658505,0.9197236
2018/08/27 15:45:00,2018/08/28 15:45:00,6.233666,0.9197236
2018/08/27 16:00:00,2018/08/28 16:00:00,5.612076,0.9197236
2018/08/27 16:15:00,2018/08/28 16:15:00,5.31246270560279,0.9197236
2018/08/27 16:30:00,2018/08/28 16:30:00,4.75701609052885,0.9197236
2018/08/27 16:45:00,2018/08/28 16:45:00,3.267791,0.9035316
2018/08/27 17:00:00,2018/08/28 17:00:00,2.00685,0.8713841
2018/08/27 17:15:00,2018/08/28 17:15:00,2.450843,0.8389589
2018/08/27 17:30:00,2018/08/28 17:30:00,1.562856,0.7415633
2018/08/27 17:45:00,2018/08/28 17:45:00,0.959026,0.5488603
2018/08/27 18:00:00,2018/08/28 18:00:00,0.621591,0.4650364
2018/08/27 18:15:00,2018/08/28 18:15:00,0.337435,0.3025603
2018/08/27 18:30:00,2018/08/28 18:30:00,0,0.1562607
2018/08/27 18:45:00,2018/08/28 18:45:00,0,0.1236792
2018/08/27 19:00:00,2018/08/28 19:00:00,0,0.1072503
2018/08/27 19:15:00,2018/08/28 19:15:00,0,0.04237943
2018/08/27 19:30:00,2018/08/28 19:30:00,0,0.05857863
2018/08/27 19:45:00,2018/08/28 19:45:00,0,0.02756441
2018/08/27 20:00:00,2018/08/28 20:00:00,0,0.0413659
2018/08/27 20:15:00,2018/08/28 20:15:00,0,0.02344573
2018/08/27 20:30:00,2018/08/28 20:30:00,0,0.007132145
2018/08/27 20:45:00,2018/08/28 20:45:00,0,-0.007060995
2018/08/27 21:00:00,2018/08/28 21:00:00,0,-0.00707851
2018/08/27 21:15:00,2018/08/28 21:15:00,0,-0.03960625
2018/08/27 21:30:00,2018/08/28 21:30:00,0,-0.02337004
2018/08/27 21:45:00,2018/08/28 21:45:00,0,-0.00696624
