起报时间,预报时间,实际功率(MW),XGBoost预测功率(MW)
2019/05/25 00:00,2019/05/25 00:00,1.894922,1.8802720308303833
2019/05/25 00:15,2019/05/25 00:15,2.133984,2.1249136924743652
2019/05/25 00:30,2019/05/25 00:30,2.376562,2.3871543407440186
2019/05/25 00:45,2019/05/25 00:45,2.605078,2.6584200859069824
2019/05/25 01:00,2019/05/25 01:00,2.86875,2.741899013519287
2019/05/25 01:15,2019/05/25 01:15,3.079687,3.0214192867279053
2019/05/25 01:30,2019/05/25 01:30,3.2449220000000003,3.2241039276123047
2019/05/25 01:45,2019/05/25 01:45,3.417187,3.475782871246338
2019/05/25 02:00,2019/05/25 02:00,3.554297,3.5677268505096436
2019/05/25 02:15,2019/05/25 02:15,3.684375,3.613341808319092
2019/05/25 02:30,2019/05/25 02:30,3.772265,3.7398624420166016
2019/05/25 02:45,2019/05/25 02:45,3.810937000000001,3.8299028873443604
2019/05/25 03:00,2019/05/25 03:00,3.846094,3.9148964881896973
2019/05/25 03:15,2019/05/25 03:15,3.779297,3.880906581878662
2019/05/25 03:30,2019/05/25 03:30,3.726562,3.891796350479126
2019/05/25 03:45,2019/05/25 03:45,3.645703,3.817195415496826
2019/05/25 04:00,2019/05/25 04:00,3.645703,3.604543924331665
2019/05/25 04:15,2019/05/25 04:15,3.617578,3.604992151260376
2019/05/25 04:30,2019/05/25 04:30,3.614062,3.6029584407806396
2019/05/25 04:45,2019/05/25 04:45,3.666797,3.603656530380249
2019/05/25 05:00,2019/05/25 05:00,3.522656,3.585484027862549
2019/05/25 05:15,2019/05/25 05:15,3.698437,3.6077260971069336
2019/05/25 05:30,2019/05/25 05:30,3.568359,3.569814443588257
2019/05/25 05:45,2019/05/25 05:45,3.649219,3.6213364601135254
2019/05/25 06:00,2019/05/25 06:00,3.614062,3.5291478633880615
2019/05/25 06:15,2019/05/25 06:15,3.476953,3.44157338142395
2019/05/25 06:30,2019/05/25 06:30,3.5402339999999994,3.413208246231079
2019/05/25 06:45,2019/05/25 06:45,3.4066410000000005,3.2551681995391846
2019/05/25 07:00,2019/05/25 07:00,3.3398440000000003,3.3587491512298584
2019/05/25 07:15,2019/05/25 07:15,3.192187,3.007646322250366
2019/05/25 07:30,2019/05/25 07:30,3.009375,2.997560977935791
2019/05/25 07:45,2019/05/25 07:45,2.7914060000000003,2.880749464035034
2019/05/25 08:00,2019/05/25 08:00,2.489063,2.6419436931610107
2019/05/25 08:15,2019/05/25 08:15,2.548828,2.2982797622680664
2019/05/25 08:30,2019/05/25 08:30,2.19375,2.2440006732940674
2019/05/25 08:45,2019/05/25 08:45,1.567969,1.6125019788742065
2019/05/25 09:00,2019/05/25 09:00,1.458984,1.5089107751846313
2019/05/25 09:15,2019/05/25 09:15,0.646875,0.9021473526954651
2019/05/25 09:30,2019/05/25 09:30,1.399219,0.8061723709106445
2019/05/25 09:45,2019/05/25 09:45,0.8964840000000001,0.9126447439193726
2019/05/25 10:00,2019/05/25 10:00,0.611719,0.5414442420005798
2019/05/25 10:15,2019/05/25 10:15,0.555469,0.5193126201629639
2019/05/25 10:30,2019/05/25 10:30,0.144141,0.3077523410320282
2019/05/25 10:45,2019/05/25 10:45,0.16875,0.16730770468711853
2019/05/25 11:00,2019/05/25 11:00,0.087891,0.048382554203271866
2019/05/25 11:15,2019/05/25 11:15,0.0,0.005263266619294882
