起报时间,预报时间,实际功率(MW),XGBoost预测功率(MW)
2018/08/25 00:00,2018/08/25 00:00,1.321875,1.3139983415603638
2018/08/25 00:15,2018/08/25 00:15,1.560937,1.6103746891021729
2018/08/25 00:30,2018/08/25 00:30,1.7929689999999998,1.8680903911590576
2018/08/25 00:45,2018/08/25 00:45,2.017969,2.058011531829834
2018/08/25 01:00,2018/08/25 01:00,2.123437,2.1137850284576416
2018/08/25 01:15,2018/08/25 01:15,2.411719,2.3363072872161865
2018/08/25 01:30,2018/08/25 01:30,2.654297,2.6786258220672607
2018/08/25 01:45,2018/08/25 01:45,2.794922,2.775749444961548
2018/08/25 02:00,2018/08/25 02:00,2.928515,2.8576431274414062
2018/08/25 02:15,2018/08/25 02:15,3.118359,3.0797183513641357
2018/08/25 02:30,2018/08/25 02:30,3.195703,3.1192405223846436
2018/08/25 02:45,2018/08/25 02:45,3.4628910000000004,3.5038034915924072
2018/08/25 03:00,2018/08/25 03:00,3.592969,3.552562713623047
2018/08/25 03:15,2018/08/25 03:15,3.614062,3.707172155380249
2018/08/25 03:30,2018/08/25 03:30,3.782812,3.6444785594940186
2018/08/25 03:45,2018/08/25 03:45,3.5261720000000003,3.6633780002593994
2018/08/25 04:00,2018/08/25 04:00,2.879297,3.416590452194214
2018/08/25 04:15,2018/08/25 04:15,2.496094,2.765373945236206
2018/08/25 04:30,2018/08/25 04:30,4.028906,3.4287002086639404
2018/08/25 04:45,2018/08/25 04:45,3.694922,3.6520845890045166
2018/08/25 05:00,2018/08/25 05:00,2.903906,2.7602765560150146
2018/08/25 05:15,2018/08/25 05:15,2.415234,2.9200260639190674
2018/08/25 05:30,2018/08/25 05:30,3.965625,3.556379556655884
2018/08/25 05:45,2018/08/25 05:45,3.276562,3.403918743133545
2018/08/25 06:00,2018/08/25 06:00,3.2132810000000003,3.1478538513183594
2018/08/25 06:15,2018/08/25 06:15,2.629688,2.654874324798584
2018/08/25 06:30,2018/08/25 06:30,1.8,2.2466962337493896
2018/08/25 06:45,2018/08/25 06:45,2.583984,2.253722906112671
2018/08/25 07:00,2018/08/25 07:00,1.993359,2.2428882122039795
2018/08/25 07:15,2018/08/25 07:15,1.916016,1.8146889209747314
2018/08/25 07:30,2018/08/25 07:30,2.752734,2.3133745193481445
2018/08/25 07:45,2018/08/25 07:45,1.887891,1.7624863386154175
2018/08/25 08:00,2018/08/25 08:00,1.381641,1.3518927097320557
2018/08/25 08:15,2018/08/25 08:15,1.887891,1.6430684328079224
2018/08/25 08:30,2018/08/25 08:30,1.638281,1.390026330947876
2018/08/25 08:45,2018/08/25 08:45,1.160156,1.2046434879302979
2018/08/25 09:00,2018/08/25 09:00,0.558984,0.8013835549354553
2018/08/25 09:15,2018/08/25 09:15,0.8296870000000001,0.5581037402153015
2018/08/25 09:30,2018/08/25 09:30,0.4429689999999999,0.5396552085876465
2018/08/25 09:45,2018/08/25 09:45,0.333984,0.3070160448551178
2018/08/25 10:00,2018/08/25 10:00,0.2355469999999999,0.20362791419029236
2018/08/25 10:15,2018/08/25 10:15,0.165234,0.14583079516887665
2018/08/25 10:30,2018/08/25 10:30,0.038672,0.03755054995417595
2018/08/25 10:45,2018/08/25 10:45,0.0,0.027835063636302948
2018/08/25 11:00,2018/08/25 11:00,0.0,0.0
2018/08/25 11:15,2018/08/25 11:15,0.0,0.0
2018/08/25 11:30,2018/08/25 11:30,0.0,0.0
2018/08/25 11:45,2018/08/25 11:45,0.0,0.0
2018/08/25 12:00,2018/08/25 12:00,0.0,0.0
2018/08/25 12:15,2018/08/25 12:15,0.0,0.0
2018/08/25 12:30,2018/08/25 12:30,0.0,0.0
2018/08/25 12:45,2018/08/25 12:45,0.0,0.0
2018/08/25 13:00,2018/08/25 13:00,0.0,0.0
2018/08/25 13:15,2018/08/25 13:15,0.0,0.0
2018/08/25 13:30,2018/08/25 13:30,0.0,0.0
2018/08/25 13:45,2018/08/25 13:45,0.0,0.0
2018/08/25 14:00,2018/08/25 14:00,0.0,0.0
2018/08/25 14:15,2018/08/25 14:15,0.0,0.0
2018/08/25 14:30,2018/08/25 14:30,0.0,0.0
2018/08/25 14:45,2018/08/25 14:45,0.0,0.0
2018/08/25 15:00,2018/08/25 15:00,0.0,0.0
2018/08/25 15:15,2018/08/25 15:15,0.0,0.0
2018/08/25 15:30,2018/08/25 15:30,0.0,0.0
2018/08/25 15:45,2018/08/25 15:45,0.0,0.0
2018/08/25 16:00,2018/08/25 16:00,0.0,0.0
