起报时间,预报时间,实际功率(MW),XGBoost预测功率(MW)
2019/02/22 00:00,2019/02/22 00:00,0.2355469999999999,0.1924496591091156
2019/02/22 00:15,2019/02/22 00:15,0.362109,0.2941465675830841
2019/02/22 00:30,2019/02/22 00:30,0.407813,0.39932745695114136
2019/02/22 00:45,2019/02/22 00:45,0.548437,0.4928355813026428
2019/02/22 01:00,2019/02/22 01:00,0.576563,0.6248323321342468
2019/02/22 01:15,2019/02/22 01:15,0.646875,0.6297306418418884
2019/02/22 01:30,2019/02/22 01:30,0.7382810000000001,0.667706310749054
2019/02/22 01:45,2019/02/22 01:45,1.0546879999999998,0.9656969308853149
2019/02/22 02:00,2019/02/22 02:00,1.29375,1.085627794265747
2019/02/22 02:15,2019/02/22 02:15,1.662891,1.4299612045288086
2019/02/22 02:30,2019/02/22 02:30,2.021484,1.7918524742126465
2019/02/22 02:45,2019/02/22 02:45,1.814062,1.8521370887756348
2019/02/22 03:00,2019/02/22 03:00,1.972266,1.6949971914291382
2019/02/22 03:15,2019/02/22 03:15,1.996875,1.9960864782333374
2019/02/22 03:30,2019/02/22 03:30,1.662891,1.5448627471923828
2019/02/22 03:45,2019/02/22 03:45,1.6523439999999998,1.5528751611709595
2019/02/22 04:00,2019/02/22 04:00,1.884375,1.7732030153274536
2019/02/22 04:15,2019/02/22 04:15,2.010937,1.8809630870819092
2019/02/22 04:30,2019/02/22 04:30,2.264062,1.9631848335266113
2019/02/22 04:45,2019/02/22 04:45,2.165625,1.9032924175262451
2019/02/22 05:00,2019/02/22 05:00,2.366016,2.092301368713379
2019/02/22 05:15,2019/02/22 05:15,2.344922,2.226048231124878
2019/02/22 05:30,2019/02/22 05:30,1.807031,1.7283424139022827
2019/02/22 05:45,2019/02/22 05:45,1.676953,1.6033952236175537
2019/02/22 06:00,2019/02/22 06:00,2.053125,1.7617859840393066
2019/02/22 06:15,2019/02/22 06:15,2.591016,2.1559255123138428
2019/02/22 06:30,2019/02/22 06:30,1.715625,1.745411992073059
2019/02/22 06:45,2019/02/22 06:45,1.501172,1.4353281259536743
2019/02/22 07:00,2019/02/22 07:00,1.339453,1.083483099937439
2019/02/22 07:15,2019/02/22 07:15,1.262109,1.068993091583252
2019/02/22 07:30,2019/02/22 07:30,1.082812,0.9286996722221375
2019/02/22 07:45,2019/02/22 07:45,1.023047,0.8164170384407043
2019/02/22 08:00,2019/02/22 08:00,1.458984,1.0035269260406494
2019/02/22 08:15,2019/02/22 08:15,1.676953,1.1965911388397217
2019/02/22 08:30,2019/02/22 08:30,1.564453,1.4341456890106201
2019/02/22 08:45,2019/02/22 08:45,1.153125,1.0995498895645142
2019/02/22 09:00,2019/02/22 09:00,0.520312,0.7024227976799011
2019/02/22 09:15,2019/02/22 09:15,0.186328,0.30520763993263245
2019/02/22 09:30,2019/02/22 09:30,0.165234,0.22900432348251343
2019/02/22 09:45,2019/02/22 09:45,0.094922,0.031501322984695435
2019/02/22 10:00,2019/02/22 10:00,0.0,0.014571130275726318
2019/02/22 10:15,2019/02/22 10:15,0.0,0.0
2019/02/22 10:30,2019/02/22 10:30,0.0,0.0
2019/02/22 10:45,2019/02/22 10:45,0.0,0.0
2019/02/22 11:00,2019/02/22 11:00,0.0,0.0
2019/02/22 11:15,2019/02/22 11:15,0.0,0.0
2019/02/22 11:30,2019/02/22 11:30,0.0,0.0
2019/02/22 11:45,2019/02/22 11:45,0.0,0.0
2019/02/22 12:00,2019/02/22 12:00,0.0,0.0
2019/02/22 12:15,2019/02/22 12:15,0.0,0.0
2019/02/22 12:30,2019/02/22 12:30,0.0,0.0
2019/02/22 12:45,2019/02/22 12:45,0.0,0.0
2019/02/22 13:00,2019/02/22 13:00,0.0,0.0
2019/02/22 13:15,2019/02/22 13:15,0.0,0.0
2019/02/22 13:30,2019/02/22 13:30,0.0,0.0
2019/02/22 13:45,2019/02/22 13:45,0.0,0.0
2019/02/22 14:00,2019/02/22 14:00,0.0,0.002225111238658428
2019/02/22 14:15,2019/02/22 14:15,0.0,0.0
2019/02/22 14:30,2019/02/22 14:30,0.0,0.0
2019/02/22 14:45,2019/02/22 14:45,0.0,0.0
2019/02/22 15:00,2019/02/22 15:00,0.0,0.0
2019/02/22 15:15,2019/02/22 15:15,0.0,0.0
2019/02/22 15:30,2019/02/22 15:30,0.0,0.0
2019/02/22 15:45,2019/02/22 15:45,0.0,0.0
2019/02/22 16:00,2019/02/22 16:00,0.0,0.0
2019/02/22 16:15,2019/02/22 16:15,0.0,0.0
2019/02/22 16:30,2019/02/22 16:30,0.0,0.0
2019/02/22 16:45,2019/02/22 16:45,0.0,0.0
2019/02/22 17:00,2019/02/22 17:00,0.0,0.0
2019/02/22 17:15,2019/02/22 17:15,0.0,0.0
2019/02/22 17:30,2019/02/22 17:30,0.0,0.0
2019/02/22 17:45,2019/02/22 17:45,0.0,0.0
2019/02/22 18:00,2019/02/22 18:00,0.0,0.0
