起报时间,预报时间,实际功率(MW),XGBoost预测功率(MW)
2018/08/25 00:00,2018/08/25 00:00,1.321875,1.312791347503662
2018/08/25 00:15,2018/08/25 00:15,1.560937,1.56129789352417
2018/08/25 00:30,2018/08/25 00:30,1.7929689999999998,1.715301513671875
2018/08/25 00:45,2018/08/25 00:45,2.017969,2.0053904056549072
2018/08/25 01:00,2018/08/25 01:00,2.123437,2.1346611976623535
2018/08/25 01:15,2018/08/25 01:15,2.411719,2.3768715858459473
2018/08/25 01:30,2018/08/25 01:30,2.654297,2.677086353302002
2018/08/25 01:45,2018/08/25 01:45,2.794922,2.808326005935669
2018/08/25 02:00,2018/08/25 02:00,2.928515,2.977295160293579
2018/08/25 02:15,2018/08/25 02:15,3.118359,3.1699275970458984
2018/08/25 02:30,2018/08/25 02:30,3.195703,3.180464267730713
2018/08/25 02:45,2018/08/25 02:45,3.4628910000000004,3.443246841430664
2018/08/25 03:00,2018/08/25 03:00,3.592969,3.574981451034546
2018/08/25 03:15,2018/08/25 03:15,3.614062,3.632336378097534
2018/08/25 03:30,2018/08/25 03:30,3.782812,3.772271156311035
2018/08/25 03:45,2018/08/25 03:45,3.5261720000000003,3.458475112915039
2018/08/25 04:00,2018/08/25 04:00,2.879297,3.04115629196167
2018/08/25 04:15,2018/08/25 04:15,2.496094,2.779712438583374
2018/08/25 04:30,2018/08/25 04:30,4.028906,4.058002948760986
2018/08/25 04:45,2018/08/25 04:45,3.694922,3.3461363315582275
2018/08/25 05:00,2018/08/25 05:00,2.903906,2.836916446685791
2018/08/25 05:15,2018/08/25 05:15,2.415234,2.9149763584136963
2018/08/25 05:30,2018/08/25 05:30,3.965625,4.017467498779297
2018/08/25 05:45,2018/08/25 05:45,3.276562,3.133082389831543
2018/08/25 06:00,2018/08/25 06:00,3.2132810000000003,3.269120693206787
2018/08/25 06:15,2018/08/25 06:15,2.629688,2.9406871795654297
2018/08/25 06:30,2018/08/25 06:30,1.8,2.055764675140381
2018/08/25 06:45,2018/08/25 06:45,2.583984,2.7137820720672607
2018/08/25 07:00,2018/08/25 07:00,1.993359,1.8950048685073853
2018/08/25 07:15,2018/08/25 07:15,1.916016,1.858633041381836
2018/08/25 07:30,2018/08/25 07:30,2.752734,2.6548879146575928
2018/08/25 07:45,2018/08/25 07:45,1.887891,1.8754465579986572
2018/08/25 08:00,2018/08/25 08:00,1.381641,1.4682011604309082
