起报时间,预报时间,实际功率(MW),XGBoost预测功率(MW)
2018/11/24 00:00,2018/11/24 00:00,0.256641,0.35025134682655334
2018/11/24 02:00,2018/11/24 02:00,1.835156,1.9692550897598267
2018/11/24 04:00,2018/11/24 04:00,2.939062,2.8657724857330322
2018/11/24 06:00,2018/11/24 06:00,2.186719,2.3252389430999756
2018/11/24 08:00,2018/11/24 08:00,0.5625,0.6056311726570129
2018/11/24 10:00,2018/11/24 10:00,0.0,0.03535729646682739
2018/11/24 12:00,2018/11/24 12:00,0.0,0.03535729646682739
2018/11/24 14:00,2018/11/24 14:00,0.0,0.03535729646682739
2018/11/24 16:00,2018/11/24 16:00,0.0,0.03535729646682739
2018/11/24 18:00,2018/11/24 18:00,0.0,0.03535729646682739
2018/11/24 20:00,2018/11/24 20:00,0.0,0.03535729646682739
2018/11/24 22:00,2018/11/24 22:00,0.0,0.03535729646682739
2018/11/25 00:00,2018/11/25 00:00,0.274219,0.35025134682655334
2018/11/25 02:00,2018/11/25 02:00,1.877344,1.6377290487289429
2018/11/25 04:00,2018/11/25 04:00,2.7914060000000003,2.6739397048950195
2018/11/25 06:00,2018/11/25 06:00,2.003906,2.501631259918213
2018/11/25 08:00,2018/11/25 08:00,0.418359,0.38849201798439026
2018/11/25 10:00,2018/11/25 10:00,0.0,0.03535729646682739
2018/11/25 12:00,2018/11/25 12:00,0.0,0.03535729646682739
2018/11/25 14:00,2018/11/25 14:00,0.0,0.03535729646682739
2018/11/25 16:00,2018/11/25 16:00,0.0,0.03535729646682739
2018/11/25 18:00,2018/11/25 18:00,0.0,0.03535729646682739
2018/11/25 20:00,2018/11/25 20:00,0.0,0.03535729646682739
2018/11/25 22:00,2018/11/25 22:00,0.0,0.03535729646682739
2018/11/26 00:00,2018/11/26 00:00,0.225,0.27308860421180725
2018/11/26 02:00,2018/11/26 02:00,1.483594,1.6176701784133911
2018/11/26 04:00,2018/11/26 04:00,2.278125,2.4052939414978027
2018/11/26 06:00,2018/11/26 06:00,1.7226560000000002,2.0622634887695312
2018/11/26 08:00,2018/11/26 08:00,0.277734,0.3643273115158081
2018/11/26 10:00,2018/11/26 10:00,0.0,0.03535729646682739
2018/11/26 12:00,2018/11/26 12:00,0.0,0.03535729646682739
2018/11/26 14:00,2018/11/26 14:00,0.0,0.03535729646682739
2018/11/26 16:00,2018/11/26 16:00,0.0,0.03535729646682739
2018/11/26 18:00,2018/11/26 18:00,0.0,0.03535729646682739
2018/11/26 20:00,2018/11/26 20:00,0.0,0.053046733140945435
2018/11/26 22:00,2018/11/26 22:00,0.0,0.03535729646682739
2018/11/27 00:00,2018/11/27 00:00,0.225,0.19647328555583954
2018/11/27 02:00,2018/11/27 02:00,1.494141,1.4692209959030151
2018/11/27 04:00,2018/11/27 04:00,2.411719,2.4381191730499268
2018/11/27 06:00,2018/11/27 06:00,1.6417970000000002,1.8774230480194092
2018/11/27 08:00,2018/11/27 08:00,0.362109,0.3709954619407654
2018/11/27 10:00,2018/11/27 10:00,0.0,0.03535729646682739
2018/11/27 12:00,2018/11/27 12:00,0.0,0.03535729646682739
2018/11/27 14:00,2018/11/27 14:00,0.0,0.03535729646682739
2018/11/27 16:00,2018/11/27 16:00,0.0,0.03535729646682739
2018/11/27 18:00,2018/11/27 18:00,0.0,0.03535729646682739
2018/11/27 20:00,2018/11/27 20:00,0.0,0.03535729646682739
2018/11/27 22:00,2018/11/27 22:00,0.0,0.03535729646682739
2018/11/28 00:00,2018/11/28 00:00,0.214453,0.17281270027160645
2018/11/28 02:00,2018/11/28 02:00,1.6523439999999998,1.6032297611236572
2018/11/28 04:00,2018/11/28 04:00,2.41875,2.0851335525512695
2018/11/28 06:00,2018/11/28 06:00,1.764844,1.8699332475662231
2018/11/28 08:00,2018/11/28 08:00,0.4253909999999999,0.2860242426395416
2018/11/28 10:00,2018/11/28 10:00,0.0,0.03535729646682739
2018/11/28 12:00,2018/11/28 12:00,0.0,0.03535729646682739
2018/11/28 14:00,2018/11/28 14:00,0.0,0.03535729646682739
2018/11/28 16:00,2018/11/28 16:00,0.0,0.03535729646682739
2018/11/28 18:00,2018/11/28 18:00,0.0,0.03535729646682739
2018/11/28 20:00,2018/11/28 20:00,0.0,0.03535729646682739
2018/11/28 22:00,2018/11/28 22:00,0.0,0.03535729646682739
2018/11/29 00:00,2018/11/29 00:00,0.239063,0.29887858033180237
2018/11/29 02:00,2018/11/29 02:00,1.683984,1.5904817581176758
2018/11/29 04:00,2018/11/29 04:00,2.460938,2.1962788105010986
2018/11/29 06:00,2018/11/29 06:00,1.824609,2.030919075012207
2018/11/29 08:00,2018/11/29 08:00,0.358594,0.2860242426395416
2018/11/29 10:00,2018/11/29 10:00,0.0,0.03535729646682739
2018/11/29 12:00,2018/11/29 12:00,0.0,0.03535729646682739
2018/11/29 14:00,2018/11/29 14:00,0.0,0.03535729646682739
2018/11/29 16:00,2018/11/29 16:00,0.0,0.03535729646682739
2018/11/29 18:00,2018/11/29 18:00,0.0,0.03535729646682739
2018/11/29 20:00,2018/11/29 20:00,0.0,0.03535729646682739
