起报时间,预报时间,实际功率(MW),XGBoost预测功率(MW)
2018/08/25 00:00,2018/08/25 00:00,1.321875,1.0068973302841187
2018/08/25 02:00,2018/08/25 02:00,2.928515,2.388822078704834
2018/08/25 04:00,2018/08/25 04:00,2.879297,2.7629594802856445
2018/08/25 06:00,2018/08/25 06:00,3.2132810000000003,2.8740193843841553
2018/08/25 08:00,2018/08/25 08:00,1.381641,1.1736159324645996
2018/08/25 10:00,2018/08/25 10:00,0.2355469999999999,0.23156774044036865
2018/08/25 12:00,2018/08/25 12:00,0.0,0.03535729646682739
2018/08/25 14:00,2018/08/25 14:00,0.0,0.03535729646682739
2018/08/25 16:00,2018/08/25 16:00,0.0,0.03535729646682739
2018/08/25 18:00,2018/08/25 18:00,0.0,0.03535729646682739
2018/08/25 20:00,2018/08/25 20:00,0.0,0.03535729646682739
2018/08/25 22:00,2018/08/25 22:00,0.0,0.06183333694934845
2018/08/26 00:00,2018/08/26 00:00,1.286719,1.2619850635528564
2018/08/26 02:00,2018/08/26 02:00,2.872266,2.6901772022247314
2018/08/26 04:00,2018/08/26 04:00,3.403125,3.598755121231079
2018/08/26 06:00,2018/08/26 06:00,3.058594,3.5135152339935303
2018/08/26 08:00,2018/08/26 08:00,1.7824220000000002,1.9509462118148804
2018/08/26 10:00,2018/08/26 10:00,0.291797,0.2663494646549225
2018/08/26 12:00,2018/08/26 12:00,0.0,0.03535729646682739
2018/08/26 14:00,2018/08/26 14:00,0.0,0.03535729646682739
2018/08/26 16:00,2018/08/26 16:00,0.0,0.03535729646682739
2018/08/26 18:00,2018/08/26 18:00,0.0,0.03535729646682739
2018/08/26 20:00,2018/08/26 20:00,0.0,0.03535729646682739
2018/08/26 22:00,2018/08/26 22:00,0.0,0.03535729646682739
2018/08/27 00:00,2018/08/27 00:00,1.297266,1.2412340641021729
2018/08/27 02:00,2018/08/27 02:00,3.121875,2.7373857498168945
2018/08/27 04:00,2018/08/27 04:00,4.151953,3.1321725845336914
2018/08/27 06:00,2018/08/27 06:00,3.4839839999999995,3.5094125270843506
2018/08/27 08:00,2018/08/27 08:00,2.376562,2.0562691688537598
2018/08/27 10:00,2018/08/27 10:00,0.428906,0.39244353771209717
2018/08/27 12:00,2018/08/27 12:00,0.0,0.03535729646682739
2018/08/27 14:00,2018/08/27 14:00,0.0,0.03535729646682739
2018/08/27 16:00,2018/08/27 16:00,0.0,0.03535729646682739
2018/08/27 18:00,2018/08/27 18:00,0.0,0.03535729646682739
2018/08/27 20:00,2018/08/27 20:00,0.0,0.03535729646682739
2018/08/27 22:00,2018/08/27 22:00,0.0035159999999999,0.19405467808246613
2018/08/28 00:00,2018/08/28 00:00,0.935156,1.0300827026367188
2018/08/28 02:00,2018/08/28 02:00,3.258984,3.3920693397521973
2018/08/28 04:00,2018/08/28 04:00,3.867188,3.7395169734954834
2018/08/28 06:00,2018/08/28 06:00,3.515625,3.657010555267334
2018/08/28 08:00,2018/08/28 08:00,2.183203,2.330252170562744
2018/08/28 10:00,2018/08/28 10:00,0.302344,0.27288368344306946
2018/08/28 12:00,2018/08/28 12:00,0.0,0.03535729646682739
2018/08/28 14:00,2018/08/28 14:00,0.0,0.03535729646682739
2018/08/28 16:00,2018/08/28 16:00,0.0,0.03535729646682739
2018/08/28 18:00,2018/08/28 18:00,0.0,0.03535729646682739
2018/08/28 20:00,2018/08/28 20:00,0.0,0.03535729646682739
2018/08/28 22:00,2018/08/28 22:00,0.0,0.03535729646682739
2018/08/29 00:00,2018/08/29 00:00,0.288281,0.42134031653404236
2018/08/29 02:00,2018/08/29 02:00,2.439844,1.9016203880310059
2018/08/29 04:00,2018/08/29 04:00,3.670312000000001,3.1287286281585693
2018/08/29 06:00,2018/08/29 06:00,3.589453,2.9567489624023438
2018/08/29 08:00,2018/08/29 08:00,2.197266,1.877842903137207
2018/08/29 10:00,2018/08/29 10:00,0.316406,0.3662077486515045
2018/08/29 12:00,2018/08/29 12:00,0.0,0.03535729646682739
2018/08/29 14:00,2018/08/29 14:00,0.0,0.03535729646682739
2018/08/29 16:00,2018/08/29 16:00,0.0,0.03535729646682739
2018/08/29 18:00,2018/08/29 18:00,0.0,0.03535729646682739
2018/08/29 20:00,2018/08/29 20:00,0.0,0.03535729646682739
2018/08/29 22:00,2018/08/29 22:00,0.0,0.181393101811409
2018/08/30 00:00,2018/08/30 00:00,0.935156,1.028996467590332
2018/08/30 02:00,2018/08/30 02:00,1.437891,1.8254694938659668
2018/08/30 04:00,2018/08/30 04:00,0.998438,1.6607354879379272
2018/08/30 06:00,2018/08/30 06:00,0.977344,1.3442327976226807
2018/08/30 08:00,2018/08/30 08:00,1.089844,0.9259229302406311
2018/08/30 10:00,2018/08/30 10:00,0.0105469999999999,0.040788110345602036
2018/08/30 12:00,2018/08/30 12:00,0.0,0.03535729646682739
2018/08/30 14:00,2018/08/30 14:00,0.0,0.03535729646682739
2018/08/30 16:00,2018/08/30 16:00,0.0,0.03535729646682739
2018/08/30 18:00,2018/08/30 18:00,0.0,0.03535729646682739
2018/08/30 20:00,2018/08/30 20:00,0.0,0.03535729646682739
2018/08/30 22:00,2018/08/30 22:00,0.0,0.18950898945331573
2018/08/31 00:00,2018/08/31 00:00,0.4113279999999999,0.46987637877464294
2018/08/31 02:00,2018/08/31 02:00,0.467578,1.0814934968948364
2018/08/31 04:00,2018/08/31 04:00,1.364062,1.1373850107192993
2018/08/31 06:00,2018/08/31 06:00,1.110937,0.9331163167953491
2018/08/31 08:00,2018/08/31 08:00,0.446484,0.5146466493606567
2018/08/31 10:00,2018/08/31 10:00,0.049219,0.040788110345602036
2018/08/31 12:00,2018/08/31 12:00,0.0,0.03535729646682739
2018/08/31 14:00,2018/08/31 14:00,0.0,0.03535729646682739
2018/08/31 16:00,2018/08/31 16:00,0.0,0.03535729646682739
2018/08/31 18:00,2018/08/31 18:00,0.0,0.03535729646682739
2018/08/31 20:00,2018/08/31 20:00,0.0,0.03535729646682739
2018/08/31 22:00,2018/08/31 22:00,0.0,0.03535729646682739
